Mahalla Name;Mahalla-ID (DB);Mahalla Name (DB);Ward-ID (DB);Ward Name (DB);Similarity (%);verify status;Coordinates
Kolim Hotel to Hospital Mor;14841;Kolim Hotel to Hospital Mor;8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.89469380182643, 25.781858360167917], [88.89487546837951, 25.781591373939207], [88.89487773831118, 25.78158798893442], [88.89492436012591, 25.781540559584638], [88.89509845543785, 25.78126414034971], [88.89516883226392, 25.781189959730455], [88.89522504316326, 25.78113071059733], [88.89534115422468, 25.781059917008232], [88.8954742277924, 25.78093848214033], [88.8955972397067, 25.780834889575058], [88.8957177825192, 25.780641684106644], [88.89579879437225, 25.78046609732373], [88.89582213672472, 25.780415504511197], [88.89584343040883, 25.7803698759901], [88.89590910000891, 25.780383355780504], [88.89622864994122, 25.780500460780416], [88.89661106709372, 25.780668214560652], [88.89697576606557, 25.780833554808567], [88.8971831802016, 25.78081281181532], [88.8971246160189, 25.780924319233776], [88.89685848293573, 25.78116599746463], [88.89635849827927, 25.781582700353024], [88.89597013650418, 25.781914238231344], [88.89582827594582, 25.78203659857924], [88.89572228721755, 25.782118074581692], [88.8955183589724, 25.78227483842594], [88.89547743004671, 25.782306301248184], [88.89522211145052, 25.782519388296603], [88.89490816208978, 25.782794148034792], [88.89452551299861, 25.78307794172909], [88.8939805786235, 25.783558254617898], [88.89381381511986, 25.783408728612745], [88.89380400984443, 25.783399977940736], [88.8939259228762, 25.783202407209142], [88.894106453936, 25.782943957069968], [88.89427395622175, 25.782667488855182], [88.89436855792064, 25.782426304019495], [88.89439924141648, 25.782319024391906], [88.89446321459234, 25.782179146588742], [88.89453007086027, 25.782084087664774], [88.89466856769822, 25.781893194171708], [88.89469380182643, 25.781858360167917]]]}
Dr. Yakub Ali Road (Notun Babu Para);14842;Dr. Yakub Ali Road (Notun Babu Para);8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.89192495386085, 25.7803979792232], [88.89197511438623, 25.780214827018586], [88.89212980531836, 25.78003920619992], [88.89224706492799, 25.779915862025707], [88.89236946868164, 25.779806891950365], [88.89246490778153, 25.779759835015494], [88.89261964176274, 25.77957943561294], [88.89270478075407, 25.779424797978816], [88.89271317574764, 25.779426997277483], [88.89371464470871, 25.779689355500633], [88.89406283248759, 25.7797994737326], [88.89402621829109, 25.779857729380684], [88.89349715992145, 25.780563291397932], [88.89317631583148, 25.78101240471467], [88.89293494135813, 25.780862435760046], [88.89247796735289, 25.780624818882465], [88.89192495386085, 25.7803979792232]]]}
Ismail Road (Notun Babu Para);14843;Ismail Road (Notun Babu Para);8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.8915577259463, 25.780259434935726], [88.89172494524894, 25.7798736590513], [88.89188114555527, 25.779535586212813], [88.89191463078465, 25.779339929036006], [88.89196853983708, 25.779189106306823], [88.892573438471, 25.779390389194376], [88.89270478075407, 25.779424797978816], [88.89261964176274, 25.77957943561294], [88.89246490778153, 25.779759835015494], [88.89236946868164, 25.779806891950365], [88.89224706492799, 25.779915862025707], [88.89212980531836, 25.78003920619992], [88.89197511438623, 25.780214827018586], [88.89192495386085, 25.7803979792232], [88.89169454231217, 25.780303482321163], [88.8915577259463, 25.780259434935726]]]}
Shapla Bhaban Mahalla (Notun Babu Para);14844;Shapla Bhaban Mahalla (Notun Babu Para);8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.8933701784239, 25.781146914290847], [88.89337701917569, 25.781139363042552], [88.89317631583148, 25.78101240471467], [88.89349715992145, 25.780563291397932], [88.89402621829109, 25.779857729380684], [88.89406283248759, 25.7797994737326], [88.89431847442378, 25.779880308599385], [88.89427726490815, 25.78005559972703], [88.89433214743217, 25.780113356992963], [88.89482525611024, 25.780296291579603], [88.89520068372953, 25.780363650583496], [88.89527256138628, 25.780296104893548], [88.89541122976712, 25.780282822687898], [88.89569176138401, 25.780338708658046], [88.89584343040883, 25.7803698759901], [88.89582213672472, 25.780415504511197], [88.89579879437225, 25.78046609732373], [88.8957177825192, 25.780641684106644], [88.8955972397067, 25.780834889575058], [88.8954742277924, 25.78093848214033], [88.89534115422468, 25.781059917008232], [88.89522504316326, 25.78113071059733], [88.89516883226392, 25.781189959730455], [88.89509845543785, 25.78126414034971], [88.89492436012591, 25.781540559584638], [88.89487773831118, 25.78158798893442], [88.89469380182643, 25.781858360167917], [88.89456319494506, 25.78203842127272], [88.89407529913085, 25.781837053346614], [88.89373358033492, 25.78169419794845], [88.89352746476413, 25.78164587805989], [88.89352501748809, 25.781645174326204], [88.89364453841104, 25.781411987969523], [88.89363847962007, 25.781281121001392], [88.8933701784239, 25.781146914290847]]]}
Asraf Ali Lane (Notun Babu Para);14845;Asraf Ali Lane (Notun Babu Para);8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.89307000687518, 25.78147682170736], [88.89306639916713, 25.78148010258115], [88.89287669265177, 25.781651912522744], [88.8923186604361, 25.781297352868727], [88.89195091651514, 25.78111297545904], [88.89163994197108, 25.781512791593997], [88.8914053652296, 25.78119742547845], [88.89120596232345, 25.781001785687277], [88.89114367991944, 25.780959500497918], [88.89120873298063, 25.78089707392798], [88.8915577259463, 25.780259434935726], [88.89169454231217, 25.780303482321163], [88.89247796735289, 25.780624818882465], [88.89293494135813, 25.780862435760046], [88.89317631583148, 25.78101240471467], [88.89322027510832, 25.781040196359598], [88.89337701917569, 25.781139363042552], [88.8932144203431, 25.781319243897972], [88.89321820141234, 25.781325641470207], [88.89333226108748, 25.781387046654096], [88.8932503938682, 25.78156518221024], [88.89324525519186, 25.78156366443287], [88.8932331503154, 25.781560156619868], [88.89307000687518, 25.78147682170736]]]}
GRP Police Line Road (Notun Babu Para);14846;GRP Police Line Road (Notun Babu Para);8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.88943865507805, 25.780561241716455], [88.8895747257432, 25.780100959832293], [88.88961309206073, 25.779948345645938], [88.8896736804598, 25.7796764424326], [88.88971723503045, 25.779533424484967], [88.88972349115106, 25.779428348654474], [88.88976717900125, 25.779270996667535], [88.88982151065419, 25.779104169187352], [88.88985996523864, 25.778941998884104], [88.8898722992096, 25.778750959203418], [88.88987901913599, 25.77866889558998], [88.88988717885559, 25.77867011980427], [88.89034695773306, 25.77873910030576], [88.89056105052693, 25.778794163967962], [88.89082083019419, 25.778860977592352], [88.89161451141398, 25.77907130020394], [88.89196853983708, 25.779189106306823], [88.89191463078465, 25.779339929036006], [88.89188114555527, 25.779535586212813], [88.89172494524894, 25.7798736590513], [88.8915577259463, 25.780259434935726], [88.89120873298063, 25.78089707392798], [88.89114367991944, 25.780959500497918], [88.89085094841549, 25.78086767518722], [88.89016292847862, 25.78071609165312], [88.88943865507805, 25.780561241716455]]]}
Dorarpar Puraton Eidgah Math Mahalla;14847;Dorarpar Puraton Eidgah Math Mahalla;8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.88595357034444, 25.780018020237346], [88.88608183548862, 25.77913770501433], [88.8861739885821, 25.778324466213597], [88.8861840139709, 25.77832538584022], [88.88706065306529, 25.778405797026235], [88.88959196131155, 25.778625827591657], [88.88987901913599, 25.77866889558998], [88.8898722992096, 25.778750959203418], [88.88985996523864, 25.778941998884104], [88.88982151065419, 25.779104169187352], [88.88976717900125, 25.779270996667535], [88.88972349115106, 25.779428348654474], [88.88971723503045, 25.779533424484967], [88.8896736804598, 25.7796764424326], [88.88961309206073, 25.779948345645938], [88.8895747257432, 25.780100959832293], [88.88943865507805, 25.780561241716455], [88.8885823338691, 25.78041732541785], [88.88848681761934, 25.780401663416622], [88.88706368270067, 25.780197858660927], [88.88595357034444, 25.780018020237346]]]}
Boys home Christian Para;14848;Boys home Christian Para;8303;12;100;1;{'type': 'Polygon', 'coordinates': [[[88.89317063505942, 25.782812439012222], [88.89303070499746, 25.782670430727777], [88.89283178669204, 25.782468579937056], [88.89242374467946, 25.7821143420342], [88.89277366568244, 25.7817452062609], [88.89307000687518, 25.78147682170736], [88.8932331503154, 25.781560156619868], [88.89352746476413, 25.78164587805989], [88.89373358033492, 25.78169419794845], [88.89407529913085, 25.781837053346614], [88.89456319494506, 25.78203842127272], [88.8945594131296, 25.782043635060322], [88.89453007086027, 25.782084087664774], [88.89446321459234, 25.782179146588742], [88.89439924141648, 25.782319024391906], [88.89436855792064, 25.782426304019495], [88.89427395622175, 25.782667488855182], [88.894106453936, 25.782943957069968], [88.8939259228762, 25.783202407209142], [88.89383361975544, 25.78335199252025], [88.89380400984443, 25.783399977940736], [88.89370042552257, 25.783307100235046], [88.89356079053806, 25.783181918486054], [88.89348227866336, 25.78310961552901], [88.89347516263979, 25.78310306308209], [88.89349523363947, 25.78306250285259], [88.8935355502025, 25.783004198158924], [88.89360643541694, 25.782837785762837], [88.89370437494311, 25.78260785941537], [88.89367710330257, 25.782595573366617], [88.89351737210916, 25.782535263749768], [88.89341803741381, 25.78257998699588], [88.89334990800981, 25.782630073821206], [88.89317063505942, 25.782812439012222]]]}
Fokirulla Slum;14849;Fokirulla Slum;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89225873003642, 25.785088394312147], [88.89230094632632, 25.785049040760647], [88.89252454250737, 25.784842885200778], [88.89271383592445, 25.784634082750003], [88.89296121364711, 25.78442452372191], [88.89343231657531, 25.783994473134996], [88.89396339311415, 25.78354290716251], [88.89426288945467, 25.783811424242614], [88.89484479497439, 25.784238729613993], [88.89520736392583, 25.784413503991253], [88.89485301159462, 25.785215538114592], [88.8950722808297, 25.785494577001483], [88.89476201672723, 25.785987232694865], [88.89404725864375, 25.78707843038984], [88.89356187540501, 25.78776640444255], [88.89334805509624, 25.787345478323598], [88.89288209977651, 25.786367150814094], [88.89261067314278, 25.785755846089334], [88.89225873003642, 25.785088394312147]]]}
Mosjid Road Mahalla;14850;Mosjid Road Mahalla;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89027373186524, 25.78720492533382], [88.89086587992259, 25.786558942602948], [88.891180273893, 25.787176660717428], [88.891406625437, 25.787668165861596], [88.8914297688761, 25.787713974186637], [88.89150053465026, 25.78785404222885], [88.8917337942462, 25.788315734900223], [88.89186864741906, 25.788552835816965], [88.89210057869037, 25.788960618517084], [88.89210960141313, 25.788978606016745], [88.89218479087168, 25.78912850182725], [88.89197250777558, 25.789252316340907], [88.89148177154563, 25.789520345368526], [88.89143320722674, 25.789421421997595], [88.89117666423574, 25.788983443097067], [88.89097567297037, 25.78860263010231], [88.8907230711221, 25.78809599185555], [88.89050273538929, 25.787667247320087], [88.89027373186524, 25.78720492533382]]]}
Canteen Road Mahalla;14851;Canteen Road Mahalla;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89027373186524, 25.78720492533382], [88.89050273538929, 25.787667247320087], [88.8907230711221, 25.78809599185555], [88.89097567297037, 25.78860263010231], [88.89117666423574, 25.788983443097067], [88.89143320722674, 25.789421421997595], [88.89148177154563, 25.789520345368526], [88.89099399848459, 25.789824232809316], [88.88999046042859, 25.790544271242464], [88.88994131451076, 25.790527071697728], [88.88989284096336, 25.790404037407896], [88.88957004947059, 25.78958472991567], [88.88939852069262, 25.78925885824124], [88.88899887195937, 25.788499613526174], [88.88974135223044, 25.787785697539228], [88.88975387853893, 25.787772032697013], [88.89022691513797, 25.787255997951892], [88.89027373186524, 25.78720492533382]]]}
Muktijoddha Road Mahalla;14852;Muktijoddha Road Mahalla;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89086587992259, 25.786558942602948], [88.89097434209077, 25.78644061862832], [88.89099783884039, 25.7864149854189], [88.890959447419, 25.786325414691763], [88.89162537577221, 25.78570425731873], [88.891745452282, 25.785580223213138], [88.891877668136, 25.785443614155373], [88.89225873003642, 25.785088394312147], [88.89252118301295, 25.785586130936682], [88.89261067314278, 25.785755846089334], [88.89265397197364, 25.785853363778635], [88.89268198260248, 25.78591644926918], [88.89288209977651, 25.786367150814094], [88.89297546155578, 25.78656317610499], [88.89310905947046, 25.786843681256585], [88.89327524909058, 25.787192614740558], [88.89334805509624, 25.787345478323598], [88.89356187540501, 25.78776640444255], [88.89343971373191, 25.787919576740393], [88.89316905526725, 25.788290825521905], [88.89283566440304, 25.788667569191404], [88.89253675658941, 25.788883305560518], [88.89218479087168, 25.78912850182725], [88.89210057869037, 25.788960618517084], [88.8917337942462, 25.788315734900223], [88.891406625437, 25.787668165861596], [88.891180273893, 25.787176660717428], [88.89086587992259, 25.786558942602948]]]}
Baytus Salam Road;14853;Baytus Salam Road;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89113054277905, 25.784794899002062], [88.89103957767752, 25.784896080436003], [88.89093233671203, 25.784934684212857], [88.89077875741683, 25.78511639383173], [88.89057637789618, 25.78499145566003], [88.89014758601431, 25.784824120897834], [88.89007677120291, 25.784796511022705], [88.88987914925006, 25.784738507542823], [88.88972146946561, 25.78469226001326], [88.88936273071711, 25.78460291422409], [88.8893056255844, 25.784712977364972], [88.88922008500914, 25.784688432540136], [88.88868065827909, 25.784556040139048], [88.88860461428754, 25.784537395135995], [88.88807524227991, 25.78435117572473], [88.88771960950848, 25.78428275490831], [88.88748552259541, 25.784269019099668], [88.88688255379985, 25.784192731650485], [88.88639816678342, 25.784135268256378], [88.8863144429967, 25.784130972407436], [88.88629338943939, 25.784129894440596], [88.8863649010099, 25.783862891975676], [88.88665013045595, 25.78383998884814], [88.88677317128626, 25.783805092892102], [88.88678568175776, 25.783737097300552], [88.88695182845952, 25.783749119833608], [88.88728009683787, 25.783780301055025], [88.88735211472206, 25.783698425529924], [88.88741524629893, 25.783720410883177], [88.88807104822915, 25.783861607488433], [88.8881736959045, 25.78389106205369], [88.88820489426735, 25.783941473053737], [88.88820818425636, 25.78401317329372], [88.88850042845485, 25.784087081532054], [88.88875520853702, 25.78414577070903], [88.88908139871779, 25.784173587188803], [88.88926600721497, 25.784186942663414], [88.88982221401311, 25.784325579147424], [88.88999642673238, 25.78439261070879], [88.89023009741526, 25.784451136264938], [88.89053930218961, 25.784546075088908], [88.89073000857005, 25.78461323157478], [88.89092725678466, 25.78468641061673], [88.89113054277905, 25.784794899002062]]]}
Slum Near Sher-E-Bangla School;14854;Slum Near Sher-E-Bangla School;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.889343731748, 25.78232988154855], [88.88931798632127, 25.782516473025904], [88.88932036693099, 25.782615044499924], [88.88931612267127, 25.782716551859224], [88.88925649882634, 25.782742974823083], [88.88921239394973, 25.78287404247357], [88.88918187258429, 25.78296340333554], [88.88915464970697, 25.783052789374928], [88.88920393301898, 25.78307407091951], [88.88908941788898, 25.78332704589123], [88.88912836052523, 25.783396031910883], [88.88910798499059, 25.783458592050316], [88.88902186104347, 25.78349675839869], [88.88894524312506, 25.783576807775983], [88.88889417869724, 25.783746646165092], [88.88880932144535, 25.784002833836553], [88.88875520853702, 25.78414577070903], [88.88850042845485, 25.784087081532054], [88.88820818425636, 25.78401317329372], [88.88820489426735, 25.783941473053737], [88.8881736959045, 25.78389106205369], [88.88807104822915, 25.783861607488433], [88.88741524629893, 25.783720410883177], [88.88735211472206, 25.783698425529924], [88.88728009683787, 25.783780301055025], [88.88695182845952, 25.783749119833608], [88.88678568175776, 25.783737097300552], [88.88677317128626, 25.783805092892102], [88.88665013045595, 25.78383998884814], [88.8863649010099, 25.783862891975676], [88.8863000786232, 25.78317431505476], [88.88605320043516, 25.781895557306374], [88.88745420738297, 25.7820902742994], [88.88791786891784, 25.78215471255385], [88.88802370010292, 25.782164568244994], [88.88896596063333, 25.78225231424535], [88.889343731748, 25.78232988154855]]]}
Kilkhana Road;14855;Kilkhana Road;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89115157672931, 25.784771502685466], [88.89127518385934, 25.784675683365617], [88.89123596742247, 25.784635963151253], [88.89132391635816, 25.784543455761746], [88.89154831272769, 25.784251297632913], [88.89158393730726, 25.784251569067564], [88.89167078644142, 25.784277317062653], [88.89177879265505, 25.784156292125243], [88.89191853149235, 25.784028341290743], [88.89211489156806, 25.783764912146076], [88.89211845905625, 25.7837692318461], [88.89213453011023, 25.783788691508338], [88.89222584033185, 25.783899280973475], [88.89233547361387, 25.784029131043535], [88.89251821758596, 25.784385314377925], [88.89262386004201, 25.784518717617942], [88.89271383592445, 25.784634082750003], [88.89252454250737, 25.784842885200778], [88.89230094632632, 25.785049040760647], [88.891877668136, 25.785443614155373], [88.89162537577221, 25.78570425731873], [88.89150077815225, 25.785622673408213], [88.89121244451492, 25.785411423550602], [88.89092405635019, 25.7852061456527], [88.89077875741683, 25.78511639383173], [88.89093233671203, 25.784934684212857], [88.89103957767752, 25.784896080436003], [88.89115157672931, 25.784771502685466]]]}
Sadra Lane;14856;Sadra Lane;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89029787819511, 25.783066292502173], [88.8906140710941, 25.78311887660717], [88.8907840090692, 25.783148842447172], [88.89086983225278, 25.782859212434147], [88.89089448164583, 25.782762638903638], [88.89125359600833, 25.78288006019747], [88.89137515757385, 25.783004028936453], [88.89148924708276, 25.78308015720779], [88.8915837453564, 25.783134633582378], [88.89163866120329, 25.7831888083406], [88.89170156022259, 25.78323587638056], [88.89176050103727, 25.783282914241727], [88.89180750051952, 25.78333702863352], [88.89190921631865, 25.783466818698546], [88.89195215777374, 25.78353165341026], [88.89195950818664, 25.78359263327837], [88.89196685860593, 25.78365361314592], [88.891998291646, 25.783678938855026], [88.89208883235915, 25.78373338477309], [88.89211489156806, 25.783764912146076], [88.89191853149235, 25.784028341290743], [88.89177879265505, 25.784156292125243], [88.89167078644142, 25.784277317062653], [88.89158393730726, 25.784251569067564], [88.89154831272769, 25.784251297632913], [88.89132391635816, 25.784543455761746], [88.89123596742247, 25.784635963151253], [88.89127518385934, 25.784675683365617], [88.89115157672931, 25.784771502685466], [88.89113054277905, 25.784794899002062], [88.89092725678466, 25.78468641061673], [88.89073000857005, 25.78461323157478], [88.89053930218961, 25.784546075088908], [88.89023009741526, 25.784451136264938], [88.89009116325172, 25.7844163386301], [88.88999642673238, 25.78439261070879], [88.88982221401311, 25.784325579147424], [88.88926600721497, 25.784186942663414], [88.88908139871779, 25.784173587188803], [88.88875520853702, 25.78414577070903], [88.88880932144535, 25.784002833836553], [88.88889417869724, 25.783746646165092], [88.88894524312506, 25.783576807775983], [88.88902186104347, 25.78349675839869], [88.88910798499059, 25.783458592050316], [88.88912836052523, 25.783396031910883], [88.88908941788898, 25.78332704589123], [88.88920393301898, 25.78307407091951], [88.88915464970697, 25.783052789374928], [88.88918187258429, 25.78296340333554], [88.88921239394973, 25.78287404247357], [88.88925649882634, 25.782742974823083], [88.88931612267127, 25.782716551859224], [88.88932000741764, 25.782623642770417], [88.88932036693099, 25.782615044499924], [88.88931798632127, 25.782516473025904], [88.889343731748, 25.78232988154855], [88.88947958328579, 25.782357775524012], [88.89046059660792, 25.78257431304852], [88.89044145102052, 25.78263220000694], [88.89029787819511, 25.783066292502173]]]}
Saddam Mor;14857;Saddam Mor;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89237365485424, 25.782070879258814], [88.89219333410794, 25.782285147634916], [88.89196565092446, 25.782505606766943], [88.89180179824108, 25.782672795376882], [88.89157527948406, 25.782767831192047], [88.89140444227218, 25.782834620892785], [88.89125359600833, 25.78288006019747], [88.89089448164583, 25.782762638903638], [88.89086983225278, 25.782859212434147], [88.8907840090692, 25.783148842447172], [88.8906140710941, 25.78311887660717], [88.89029787819511, 25.783066292502173], [88.89046059660792, 25.78257431304852], [88.89073225692047, 25.78174017451877], [88.8908787242232, 25.781597940868924], [88.89106477310688, 25.78145600876289], [88.89117853243287, 25.78128366082565], [88.8912963724926, 25.78109048975446], [88.89134254824482, 25.78113579406741], [88.8914053652296, 25.78119742547845], [88.89163994197108, 25.781512791593997], [88.89187543570439, 25.78172961097099], [88.89237365485424, 25.782070879258814]]]}
Police Line;14858;Police Line;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.8912963724926, 25.78109048975446], [88.89117853243287, 25.78128366082565], [88.89106477310688, 25.78145600876289], [88.8908787242232, 25.781597940868924], [88.89073225692047, 25.78174017451877], [88.89046059660792, 25.78257431304852], [88.88947958328579, 25.782357775524012], [88.88896596063333, 25.78225231424535], [88.88791786891784, 25.78215471255385], [88.88605320043516, 25.781895557306374], [88.88647109188119, 25.78010186705147], [88.88706368270067, 25.780197858660927], [88.88734198160967, 25.78023771452308], [88.88848681761934, 25.780401663416622], [88.88850987692547, 25.780405444505842], [88.8885823338691, 25.78041732541785], [88.88896811319269, 25.78048216148574], [88.88943865507805, 25.780561241716455], [88.8894948952382, 25.780573266027204], [88.89016292847862, 25.78071609165312], [88.89085094841549, 25.78086767518722], [88.89114367991944, 25.780959500497918], [88.89120596232345, 25.781001785687277], [88.89128292170847, 25.781077292807552], [88.8912963724926, 25.78109048975446]]]}
Jame Rijabiya Slum;14859;Jame Rijabiya Slum;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89283178669204, 25.782468579937056], [88.89312801315324, 25.782769207002367], [88.89317063505942, 25.782812439012222], [88.89338418272331, 25.7825952391402], [88.89351737210916, 25.782535263749768], [88.89370514264704, 25.782606138688717], [88.8935355502025, 25.783004198158924], [88.89347030076537, 25.78309860754741], [88.89356079053806, 25.783181918486054], [88.89396132569892, 25.78354105344834], [88.89396339311415, 25.78354290716251], [88.89343231657531, 25.783994473134996], [88.89296121364711, 25.78442452372191], [88.89271383592445, 25.784634082750003], [88.89262386004201, 25.784518717617942], [88.89251821758596, 25.784385314377925], [88.89233547361387, 25.784029131043535], [88.89222584033185, 25.783899280973475], [88.89208883235915, 25.78373338477309], [88.891998291646, 25.783678938855026], [88.89196685860593, 25.78365361314592], [88.89195950818664, 25.78359263327837], [88.89195215777374, 25.78353165341026], [88.89190921631865, 25.783466818698546], [88.89180750051952, 25.78333702863352], [88.89176050103727, 25.783282914241727], [88.89170156022259, 25.78323587638056], [88.89163866120329, 25.7831888083406], [88.8915837453564, 25.783134633582378], [88.89148924708276, 25.78308015720779], [88.89137515757385, 25.783004028936453], [88.89125359600833, 25.78288006019747], [88.89140444227218, 25.782834620892785], [88.89157527948406, 25.782767831192047], [88.89180179824108, 25.782672795376882], [88.89196565092446, 25.782505606766943], [88.89219333410794, 25.782285147634916], [88.89237365485424, 25.782070879258814], [88.89267501900213, 25.78233249157973], [88.89283178669204, 25.782468579937056]]]}
Railway Workshop;14860;Railway Workshop;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.89516715539958, 25.785615343495056], [88.89568617545591, 25.786083551779665], [88.89577968664521, 25.786543863340512], [88.89428048432605, 25.788828372548455], [88.89280857284865, 25.79171784826777], [88.89208312436119, 25.791355156706544], [88.89108361215372, 25.790926834874753], [88.88999046042859, 25.790544271242464], [88.89099399848459, 25.789824232809316], [88.89148177154563, 25.789520345368526], [88.8918507058959, 25.78931884204471], [88.89197250777558, 25.789252316340907], [88.89218479087168, 25.78912850182725], [88.89253675658941, 25.788883305560518], [88.89273778105998, 25.78873821653873], [88.89283566440304, 25.788667569191404], [88.89316905526725, 25.788290825521905], [88.89343971373191, 25.787919576740393], [88.89356187540501, 25.78776640444255], [88.89404725864375, 25.78707843038984], [88.89476201672723, 25.785987232694865], [88.8950722808297, 25.785494577001483], [88.89516715539958, 25.785615343495056]]]}
Agricultural Land;14861;Agricultural Land;8304;13;100;1;{'type': 'Polygon', 'coordinates': [[[88.88647109188119, 25.78010186705147], [88.88605320043516, 25.781895557306374], [88.8863000786232, 25.78317431505476], [88.8863649010099, 25.783862891975676], [88.88629338943939, 25.784129894440596], [88.88605525573601, 25.784117710625868], [88.88577188636572, 25.78408268947348], [88.88572843189075, 25.78440357695696], [88.88417260381607, 25.783730845607728], [88.88317309483297, 25.78344530386188], [88.88180234333052, 25.783216881003867], [88.88100273678664, 25.783017003624472], [88.88051726154575, 25.782902788505602], [88.87937496584013, 25.78258869337093], [88.87839163771132, 25.78218079478961], [88.87846126940289, 25.78204816158218], [88.87853265440712, 25.781691210024988], [88.87861832155475, 25.781491316309936], [88.8786468755566, 25.78134853568716], [88.87864687009265, 25.781105809524103], [88.87876109317052, 25.780848803244144], [88.87881820278112, 25.78063463204669], [88.87883247753209, 25.780463295668397], [88.87900381664888, 25.78027767838285], [88.87904664893719, 25.780120619487366], [88.87920370944569, 25.77993500246531], [88.87931793316652, 25.779706552204953], [88.87931792802424, 25.779478104052025], [88.87934647784799, 25.779149709305635], [88.87936744307318, 25.77901843492853], [88.87951337516637, 25.77903337576485], [88.87964321357228, 25.77904666876971], [88.88036519449746, 25.779162128063795], [88.88220203723967, 25.779395007021975], [88.88253181806408, 25.779436814819235], [88.88353759908155, 25.77961150521789], [88.88483450629776, 25.77983674930161], [88.8850258304914, 25.77986774376077], [88.88647109188119, 25.78010186705147]]]}
Bash Bari-01 (Madrasa Road to Mosjid Road);14862;Bash Bari-01 (Madrasa Road to Mosjid Road);8305;14;100;1;{'type': 'Polygon', 'coordinates': [[[88.88348858498716, 25.78822218785556], [88.88353417274044, 25.787867261274098], [88.88387695415193, 25.78789975640111], [88.88403657576409, 25.787058799827847], [88.88446478444209, 25.787127786367773], [88.8844021113998, 25.78747970785145], [88.88486319666032, 25.787560891228708], [88.88538360262709, 25.787648500636152], [88.88560081167523, 25.787703921112847], [88.88565325528675, 25.7877401603881], [88.88559930425612, 25.787865178362367], [88.88578341549317, 25.787932290844612], [88.88583926418565, 25.787604208094557], [88.88587325546072, 25.787496955901595], [88.88601834050188, 25.78750403997461], [88.88648602448032, 25.787585268769284], [88.88667063782269, 25.78759862769643], [88.88724781980197, 25.78782404217653], [88.88765037285289, 25.787956136144004], [88.8881746014636, 25.78820025542606], [88.88837168673967, 25.788291355529967], [88.8887223823773, 25.788466055318537], [88.88894274122374, 25.78857237559238], [88.88850865290756, 25.789134991123092], [88.88829822260857, 25.789457671262316], [88.88807073138047, 25.789429173862413], [88.88792064444971, 25.78939218893465], [88.88788651658426, 25.789376811661903], [88.88762103936003, 25.789257299188268], [88.88718708208988, 25.78909629478563], [88.8868444712188, 25.788903734431702], [88.8864547620275, 25.788667807729436], [88.88621792607684, 25.788594319443284], [88.88602057418042, 25.788531884418774], [88.88591809059695, 25.788484510765752], [88.88570061200616, 25.788457758670646], [88.88526248979153, 25.788319413827075], [88.88446588658242, 25.788134119368465], [88.88395196482949, 25.788058502227265], [88.88386524883232, 25.788159376447343], [88.88362740890574, 25.788193388780513], [88.88348858498716, 25.78822218785556]]]}
