City;Ward;Match_ID;New ID;Mahalla Name;Settlement Name;Households;Population;Settlement Age;Condition of access roads;Availability of drains;Electricity coverage;Solid waste collection service;Access to piped water supply;Availability of hygienic toilet;Street lighting;Attendance of children at school;Households with employment;Household income;Social problems;Land tenure security;Housing condition;Risk of eviction;Land Ownership;Type of Occupancy;Total Score
Cumilla;21;12107001;11402107001;Ashrafpur (Uttor);Anower;14;63;70;4;4;4;3;1;3;4;4;4;1;4;4;2;4;4;4;54
Cumilla;21;12107002;11402107002;Ashrafpur (Uttor);Sobian;8;31;65;4;4;4;3;1;3;4;4;4;3;4;4;2;4;4;4;56
Cumilla;22;12201001;11402201001;Kochua- Doiara;Haji Bari;72;310;50;2;1;4;1;3;1;1;3;2;2;1;4;1;4;4;4;38
Cumilla;22;12201002;11402201002;Kochua- Doiara;Abdul Sattar Bigiyar Bari;5;15;55;2;1;4;3;3;1;4;4;3;4;1;4;1;4;4;4;47
Cumilla;22;12201003;11402201003;Kochua- Doiara;Mondar Bari;50;200;50;2;1;3;2;3;3;4;3;3;4;1;1;1;1;1;1;34
Cumilla;22;12201004;11402201004;Kochua- Doiara;Julfunia Bari;20;90;50;1;1;4;1;2;1;3;4;3;3;1;1;1;1;1;1;29
Cumilla;22;12201005;11402201005;Kochua- Doiara;Kochua Bosty;35;158;30;3;1;4;1;2;2;2;4;4;2;1;1;1;1;1;1;31
Cumilla;22;12201006;11402201006;Kochua- Doiara;Doiara Dokkhin Para;70;315;50;2;1;4;1;3;1;4;4;3;4;1;4;1;4;4;4;45
Cumilla;22;12201007;11402201007;Kochua- Doiara;Kala Miyar Bari;60;240;50;2;1;4;1;4;3;3;4;3;2;1;1;1;1;1;1;33
Cumilla;22;12201008;11402201008;Kochua- Doiara;Sordar Bari;25;100;50;2;1;4;3;4;3;4;4;3;4;1;4;3;4;4;4;52
Cumilla;22;12201009;11402201009;Kochua- Doiara;Vandari Bari;40;150;50;2;1;4;1;3;1;3;4;3;4;1;4;1;4;4;4;44
Cumilla;22;12201010;11402201010;Kochua- Doiara;Nesariya Bari;42;189;10;2;1;4;1;1;1;1;2;2;2;1;1;1;1;1;1;23
Cumilla;22;12201011;11402201011;Kochua- Doiara;Sohider Bari;39;123;47;2;1;4;1;1;1;3;4;3;3;1;4;2;4;4;4;42
Cumilla;22;12201012;11402201012;Kochua- Doiara;Rezaul Member Bari;21;93;65;2;1;4;1;1;1;1;4;3;2;1;4;1;4;4;4;38
Cumilla;22;12202001;11402202001;Durgapur- Laxmipur;Laxmipur Purbo Para;25;100;50;2;1;4;1;3;2;4;4;3;4;1;1;1;1;1;1;34
Cumilla;22;12202002;11402202002;Durgapur- Laxmipur;Laxmipur Gajibari;40;160;50;2;1;4;1;3;3;2;4;3;4;1;4;1;4;4;4;45
Cumilla;22;12202003;11402202003;Durgapur- Laxmipur;Durgapur Dokkhin Para;27;128;50;2;3;4;2;2;3;1;3;3;3;1;1;1;1;1;1;32
Cumilla;22;12202004;11402202004;Durgapur- Laxmipur;Konar Bari Durgapur;40;150;55;2;3;4;1;3;2;4;3;3;4;1;4;1;4;4;4;47
Cumilla;22;12202005;11402202005;Durgapur- Laxmipur;Jounal Miyar Bari;30;127;18;2;1;4;1;3;2;4;4;3;4;1;1;1;1;1;1;34
Cumilla;22;12203001;11402203001;Sribollovpur (Poschim);Armi Hasemer Bari;20;86;50;2;3;4;1;1;2;4;4;3;3;1;1;1;1;1;1;33
Cumilla;22;12203002;11402203002;Sribollovpur (Poschim);Motin Miyar Bari;9;39;50;2;1;4;1;1;1;1;1;3;2;1;1;1;1;1;1;23
Cumilla;22;12203003;11402203003;Sribollovpur (Poschim);Abdur Rahmaner Bari;17;51;55;1;1;4;1;1;1;1;4;3;3;3;1;1;1;1;1;28
Cumilla;22;12203004;11402203004;Sribollovpur (Poschim);Pandob Bari;16;75;50;2;1;4;1;1;1;4;4;3;3;1;4;1;4;4;4;42
Cumilla;22;12203005;11402203005;Sribollovpur (Poschim);Sofik Miyar Bari;40;175;50;1;1;4;1;1;1;4;4;3;3;1;4;1;4;4;4;41
Cumilla;22;12203006;11402203006;Sribollovpur (Poschim);Roich Uddain Ar Bari;37;165;50;2;4;4;1;1;1;2;4;3;2;1;4;1;4;4;4;42
Cumilla;22;12203007;11402203007;Sribollovpur (Poschim);Ibrahim Miyar Bari;15;70;50;1;1;4;1;1;1;1;4;3;3;1;4;1;4;4;4;38
Cumilla;22;12203008;11402203008;Sribollovpur (Poschim);Gosh Para;85;370;50;2;4;4;1;1;1;4;4;3;2;1;4;1;4;4;4;44
Cumilla;22;12203009;11402203009;Sribollovpur (Poschim);Digir Par;32;140;50;2;1;4;1;1;1;2;4;2;2;1;1;1;1;1;1;26
Cumilla;22;12204001;11402204001;Sribollovpur (Purbo);Nurl Hok Mondol Ar Bari;18;75;50;2;1;4;1;1;1;4;4;2;3;1;4;1;4;4;4;41
Cumilla;22;12204002;11402204002;Sribollovpur (Purbo);Hazi Bari;25;130;60;4;4;4;1;1;1;4;4;3;2;1;4;2;4;4;4;47
Cumilla;22;12204003;11402204003;Sribollovpur (Purbo);Sowdagar Bari;32;140;50;2;1;4;1;1;1;4;4;3;3;1;4;1;4;4;4;42
Cumilla;22;12204004;11402204004;Sribollovpur (Purbo);Kazi Bari;21;80;50;4;4;4;1;1;2;4;1;3;2;1;1;1;1;1;1;32
Cumilla;22;12204005;11402204005;Sribollovpur (Purbo);Hazi Najir Miyar Bari;57;220;50;2;4;4;1;1;1;4;4;3;3;1;4;2;4;4;4;46
Cumilla;22;12204006;11402204006;Sribollovpur (Purbo);Debnath Bari;43;200;50;2;1;4;1;1;1;4;4;4;3;1;4;2;4;4;4;44
Cumilla;22;12205001;11402205001;Uttor Rampur;Mazumder Bari;35;150;50;3;1;4;1;1;1;4;4;3;4;1;4;2;4;4;4;45
Cumilla;22;12205002;11402205002;Uttor Rampur;Hazi Mojib Miyar Bari;30;125;50;2;4;4;1;1;1;1;4;3;2;1;4;2;4;4;4;42
Cumilla;22;12205003;11402205003;Uttor Rampur;Sayed Alir Bari;25;110;50;2;4;4;1;1;1;4;4;3;3;1;4;1;4;4;4;45
Cumilla;22;12205004;11402205004;Uttor Rampur;Anower Member Bari;45;190;50;2;4;4;1;1;1;4;4;2;2;1;4;2;4;4;4;44
Cumilla;22;12205005;11402205005;Uttor Rampur;Purbopara Mazumber Bari;40;180;50;3;4;4;1;1;2;4;4;4;3;1;4;1;4;4;4;48
Cumilla;22;12205006;11402205006;Uttor Rampur;Iqbal Vuiyar Bari;30;130;50;3;4;4;1;1;2;4;4;3;3;1;4;2;4;4;4;48
Cumilla;22;12205007;11402205007;Uttor Rampur;Mannan Miyar Bari;25;130;50;2;2;4;1;1;1;4;4;3;2;1;4;1;4;4;4;42
Cumilla;22;12206001;11402206001;Uttor Rampur (Dokkhin);Moklasur Rahman Ar Bari;15;68;100;3;4;4;1;1;1;4;4;3;3;1;4;1;4;4;4;46
Cumilla;22;12206002;11402206002;Uttor Rampur (Dokkhin);Rokeya Begum Bari;12;50;100;3;4;4;1;1;1;3;4;3;3;1;4;1;4;4;4;45
Cumilla;22;12206003;11402206003;Uttor Rampur (Dokkhin);Golam Hossain Bari;17;76;100;4;4;4;2;1;1;4;4;3;2;1;4;1;4;4;4;47
Cumilla;22;12207001;11402207001;Uttor Hirapur- Mostofapur- Dokkhin Gopinathpur;Akter Saher Ar Bari;18;81;20;2;1;4;2;1;1;1;4;3;3;1;1;1;1;1;1;28
Cumilla;22;12207002;11402207002;Uttor Hirapur- Mostofapur- Dokkhin Gopinathpur;Das Bari;26;117;100;2;3;4;1;1;1;3;4;3;2;1;4;1;4;4;4;42
Cumilla;22;12207003;11402207003;Uttor Hirapur- Mostofapur- Dokkhin Gopinathpur;Ad. Anowar;41;185;100;2;1;4;1;1;1;3;4;3;2;1;4;1;4;4;4;40
Cumilla;22;12207004;11402207004;Uttor Hirapur- Mostofapur- Dokkhin Gopinathpur;Asak Master;21;95;100;1;1;4;1;1;1;3;4;3;2;1;4;1;4;4;4;39
Cumilla;22;12207005;11402207005;Uttor Hirapur- Mostofapur- Dokkhin Gopinathpur;Motin Miyar Bari;30;135;100;1;4;4;1;1;1;3;4;3;2;1;4;1;1;1;1;33
Cumilla;22;12207006;11402207006;Uttor Hirapur- Mostofapur- Dokkhin Gopinathpur;Talukder Bari;16;72;100;1;1;4;1;1;1;1;4;3;3;1;4;1;4;4;4;38
Cumilla;22;12208001;11402208001;Salmontpur - Bonodurgapur;Master Jakir;21;94;50;2;1;4;1;1;1;3;4;3;2;1;4;1;4;4;4;40
Cumilla;22;12208002;11402208002;Salmontpur - Bonodurgapur;Tailors Shohel;12;54;100;1;1;4;1;1;1;3;4;3;2;1;4;1;4;4;4;39
Cumilla;22;12208003;11402208003;Salmontpur - Bonodurgapur;Tajul Islam;20;90;100;1;1;3;1;1;1;2;4;3;3;1;4;1;4;4;4;38
Cumilla;23;12301001;11402301001;Changini (North);Kolim Uddain;5;20;15;1;1;4;1;1;1;1;2;3;3;3;4;1;4;4;4;38
Cumilla;23;12301002;11402301002;Changini (North);Sarafat Ali;5;15;20;2;1;4;1;1;1;1;4;4;3;3;4;1;4;4;4;42
Cumilla;23;12301003;11402301003;Changini (North);Mozunder Puraton Boshoty;25;90;80;3;2;4;1;1;1;4;3;1;2;2;4;1;4;4;4;41
Cumilla;23;12301004;11402301004;Changini (North);Mozunder Notun Boshoty;16;80;30;3;2;4;1;1;1;2;2;1;2;3;4;1;4;4;4;39
Cumilla;23;12301005;11402301005;Changini (North);Bahar Bari;15;50;40;2;2;4;1;1;1;1;4;4;2;3;4;1;4;4;4;42
Cumilla;23;12302001;11402302001;Nandanpur;Masjeed Ar Bari;5;25;70;3;2;4;1;1;2;2;3;3;3;3;4;2;4;4;4;45
Cumilla;23;12303001;11402303001;Batabaria;Solu Sardar Bari;8;50;60;2;2;4;1;1;1;2;4;3;2;4;4;1;4;4;4;43
Cumilla;23;12303002;11402303002;Batabaria;School Ar Bari;8;40;35;2;1;4;1;1;1;2;4;4;2;3;4;4;4;4;4;45
Cumilla;23;12304001;11402304001;Monipur - Chandpur;Hujur Bari;15;35;40;2;2;4;1;1;1;1;4;3;3;4;4;1;4;4;4;43
Cumilla;23;12304002;11402304002;Monipur - Chandpur;Shekh Bari;80;400;100;2;1;4;1;1;1;2;4;4;2;4;4;1;4;4;4;43
Cumilla;23;12304003;11402304003;Monipur - Chandpur;Najimondol Ar Bari;15;40;50;2;2;4;1;1;1;1;4;3;3;4;4;1;4;4;4;43
Cumilla;23;12305001;11402305001;Motfushkuruni;Sayed Bari;5;30;40;2;4;4;1;1;2;2;3;3;2;4;4;1;4;4;2;43
Cumilla;23;12305002;11402305002;Motfushkuruni;Ali Akbor Bari;5;30;60;2;4;4;1;1;2;2;4;3;2;4;4;1;4;4;4;46
Cumilla;23;12305003;11402305003;Motfushkuruni;Darga Bari;5;50;60;4;4;4;1;1;2;2;4;3;2;4;4;1;4;4;4;48
Cumilla;23;12306001;11402306001;Joypur (North);Momin Bari;8;25;100;2;1;4;1;1;1;2;4;4;2;4;4;1;4;4;4;43
Cumilla;23;12306002;11402306002;Joypur (North);Haji Rashed Bari;6;18;100;2;1;4;1;1;1;2;4;4;2;4;4;1;4;4;4;43
Cumilla;23;12306003;11402306003;Joypur (North);Haji Bari;8;30;100;2;1;4;1;1;1;2;4;4;4;2;4;1;4;4;4;43
Cumilla;23;12306004;11402306004;Joypur (North);Vhuiya Bari;80;300;100;2;1;4;1;1;1;4;4;4;4;2;4;1;4;4;4;45
Cumilla;23;12306005;11402306005;Joypur (North);Sadek Miyar Bari;15;75;100;2;4;4;4;4;1;2;1;4;2;4;4;1;4;4;4;49
Cumilla;23;12307001;11402307001;Changini (South);Notun Bari;7;35;30;2;2;4;1;1;1;2;4;4;3;4;4;2;4;4;4;46
Cumilla;23;12307002;11402307002;Changini (South);Sordar Bari;40;200;100;2;2;4;1;1;1;2;4;3;3;4;4;1;4;4;4;44
Cumilla;23;12307003;11402307003;Changini (South);Jharu Bari;20;90;100;2;2;4;1;1;1;2;4;4;3;4;4;4;4;4;4;48
Cumilla;23;12308001;11402308001;Joypur (South);Hamid Bari;5;25;100;2;1;2;1;1;1;2;1;1;1;1;4;1;1;4;4;28
Cumilla;23;12308002;11402308002;Joypur (South);Mannun Bari;12;60;100;2;1;2;2;1;1;1;1;2;2;1;4;2;2;1;3;28
Cumilla;23;12308003;11402308003;Joypur (South);Smail Miyar Bari;16;75;150;2;1;2;1;1;2;1;1;2;1;2;2;2;2;1;3;26
Cumilla;23;12308004;11402308004;Joypur (South);Hajez Amir Hossain Bari;8;42;100;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;2;20
Cumilla;23;12308005;11402308005;Joypur (South);Member Bari;14;60;100;2;1;3;1;1;1;1;1;1;1;1;4;1;2;4;4;29
Cumilla;24;12401001;11402401001;Salamanpur (South);Noyabari;90;530;40;3;2;4;1;1;2;1;2;4;4;2;4;2;4;4;4;44
Cumilla;24;12401002;11402401002;Salamanpur (South);Dokkhin Para;50;350;150;2;1;4;1;1;2;1;4;3;1;3;4;2;4;4;4;41
Cumilla;24;12401003;11402401003;Salamanpur (South);Murapara;150;750;150;3;2;4;1;1;2;4;4;4;3;3;4;2;4;4;4;49
Cumilla;24;12401004;11402401004;Salamanpur (South);Khoilla Bari;25;115;130;3;2;4;1;1;3;4;3;3;3;3;4;3;4;4;4;49
Cumilla;24;12401005;11402401005;Salamanpur (South);Gaine Bari;35;210;130;3;2;4;1;1;3;4;3;3;3;3;4;3;4;4;4;49
Cumilla;24;12401006;11402401006;Salamanpur (South);Subedor Bari;30;141;120;3;2;4;1;1;2;1;3;4;2;2;4;2;4;4;4;43
Cumilla;24;12402001;11402402001;Salamanpur (North);Arif Villa;7;28;50;2;1;4;4;1;2;1;3;4;4;2;4;2;4;4;4;46
Cumilla;24;12402002;11402402002;Salamanpur (North);T.T.C. Purbopara;15;60;70;1;1;4;1;3;3;1;3;3;4;2;4;2;4;4;4;44
Cumilla;24;12402003;11402402003;Salamanpur (North);Dighir Dokkhin Para;28;132;80;3;1;4;1;1;2;4;3;3;4;2;4;2;4;4;4;46
Cumilla;24;12402004;11402402004;Salamanpur (North);Omo Ali Bari;30;180;70;3;1;4;1;3;3;4;3;3;4;2;4;2;4;4;4;49
Cumilla;24;12402005;11402402005;Salamanpur (North);Khukon Doctor Bari;27;70;60;2;1;4;1;1;2;2;4;3;4;2;4;3;4;4;4;45
Cumilla;24;12402006;11402402006;Salamanpur (North);Salmanpur Moddhom Para;50;237;90;3;2;4;1;1;2;4;4;3;4;2;4;3;4;4;4;49
Cumilla;24;12403001;11402403001;South Baghmara & Phirojpur;Bhita Bari;10;28;50;3;2;4;3;2;3;4;4;3;3;3;4;3;4;4;4;53
Cumilla;24;12403002;11402403002;South Baghmara & Phirojpur;Usman Hazi Bari;6;20;50;4;4;4;3;2;3;4;4;3;3;2;2;2;2;3;2;47
Cumilla;24;12403003;11402403003;South Baghmara & Phirojpur;Dud Beparir Bari;10;50;90;4;3;4;3;3;2;3;3;3;4;2;4;3;4;4;4;53
Cumilla;24;12403004;11402403004;South Baghmara & Phirojpur;Sahalom Bari;6;20;200;4;3;4;3;2;2;4;3;3;3;2;4;3;4;4;4;52
Cumilla;24;12403005;11402403005;South Baghmara & Phirojpur;Charu Mistry;14;90;200;3;4;4;3;2;3;4;4;4;3;2;4;3;4;4;4;55
Cumilla;24;12403006;11402403006;South Baghmara & Phirojpur;Tayjul Islam;7;21;100;4;3;4;3;2;2;3;3;4;3;2;4;3;4;4;4;52
Cumilla;24;12403007;11402403007;South Baghmara & Phirojpur;Asmot Ali;15;70;100;4;3;4;3;2;2;3;3;4;3;2;4;3;4;4;4;52
Cumilla;24;12403008;11402403008;South Baghmara & Phirojpur;Kamla Bari;200;350;50;1;1;4;1;1;3;4;4;3;4;2;4;3;4;4;4;47
Cumilla;24;12403009;11402403009;South Baghmara & Phirojpur;Dorzi Bari;20;150;50;3;4;4;3;2;2;4;4;3;4;2;4;3;4;4;4;54
Cumilla;24;12404001;11402404001;North Baghmara & Rampur;Amin Miya;6;28;20;4;2;4;3;1;3;3;2;3;3;2;2;2;2;1;2;39
Cumilla;24;12404002;11402404002;North Baghmara & Rampur;Abdul Hakim;15;80;50;2;3;3;1;1;2;2;3;3;3;3;4;2;4;4;4;44
Cumilla;24;12404003;11402404003;North Baghmara & Rampur;Pakhi Ar Boshoty;10;50;26;1;1;3;1;2;2;2;1;2;2;2;4;2;4;1;1;31
Cumilla;24;12404004;11402404004;North Baghmara & Rampur;Ali Master Bari;10;50;25;1;1;3;1;3;3;1;3;2;3;2;2;1;2;1;2;31
Cumilla;24;12405001;11402405001;Lalmi Mouza;Sohel Lal;5;28;25;1;1;3;1;2;1;1;1;2;2;3;2;1;1;1;2;25
Cumilla;24;12405002;11402405002;Lalmi Mouza;Tripura Para;45;211;50;3;4;3;3;1;3;3;3;2;2;2;4;2;4;4;4;47
Cumilla;25;12501001;11402501001;Laxipur (Loipura);Shourali Ar Boshoty;30;217;85;2;1;4;1;1;3;1;3;3;2;2;4;2;3;4;4;40
Cumilla;25;12501002;11402501002;Laxipur (Loipura);Shofiq Maneger Ar Boshoty;12;62;75;2;1;4;1;1;2;1;2;3;3;2;4;2;4;4;4;40
Cumilla;25;12501003;11402501003;Laxipur (Loipura);Dokkhin para;13;61;75;2;1;4;1;1;2;2;2;2;3;2;4;3;4;4;4;41
Cumilla;25;12501004;11402501004;Laxipur (Loipura);Borobari Masjeed;5;24;40;2;3;4;1;1;2;2;2;3;3;3;4;2;4;4;4;44
Cumilla;25;12502001;11402502001;Choto Dhormopur;Wahid Police Ar Boshoty;30;130;55;4;2;4;1;1;3;4;3;3;4;3;4;3;4;4;4;51
Cumilla;25;12502002;11402502002;Choto Dhormopur;Grameen Tower;20;105;70;4;2;4;1;1;3;4;3;3;4;3;4;3;4;4;4;51
Cumilla;25;12503001;11402503001;Doyapur;Abdul Samad ar Bpshoty;7;26;60;1;1;4;1;1;3;1;3;3;4;3;4;3;4;4;4;44
Cumilla;25;12503002;11402503002;Doyapur;Rupok;20;102;60;1;3;4;1;1;2;4;3;3;3;3;4;2;4;4;4;46
Cumilla;25;12503003;11402503003;Doyapur;Salam Ar Boshoty;35;150;60;3;2;4;1;1;3;4;3;3;4;3;4;3;4;4;4;50
Cumilla;25;12503004;11402503004;Doyapur;Miru Miya Ar Boshoty;10;45;50;3;2;4;1;1;3;4;3;3;4;3;4;3;4;4;4;50
Cumilla;25;12503005;11402503005;Doyapur;Sha Alom Ar Boshoty;5;27;45;2;1;4;1;1;2;3;2;2;2;2;4;2;4;4;4;40
Cumilla;25;12504001;11402504001;Gram Chowara;Kholil Mazumder Ar Boshoty;30;151;70;1;1;4;1;1;1;1;2;3;4;3;4;1;4;4;4;39
Cumilla;25;12504002;11402504002;Gram Chowara;Sumon Ar Boshoty;5;17;70;2;1;4;1;1;2;1;3;2;2;3;4;1;4;4;4;39
Cumilla;25;12504003;11402504003;Gram Chowara;Mostafa Ar Boshoty;5;20;75;1;1;4;1;1;1;1;3;3;3;3;4;1;4;4;4;39
Cumilla;25;12504004;11402504004;Gram Chowara;Chowdyri Para;30;150;80;1;1;4;1;1;2;1;3;3;4;3;4;2;4;4;4;42
Cumilla;25;12504005;11402504005;Gram Chowara;Mosaraf Ar Boshoty;7;25;75;1;1;4;1;1;3;1;3;3;4;3;4;2;4;4;4;43
Cumilla;25;12504006;11402504006;Gram Chowara;Uttor Para;15;80;70;1;1;4;1;1;3;1;3;3;4;3;4;2;4;4;4;43
Cumilla;25;12504007;11402504007;Gram Chowara;Moddho Para;12;117;85;1;1;4;1;1;2;1;3;3;4;3;4;2;4;4;4;42
Cumilla;25;12505001;11402505001;Kaliking Korpur (Kalinagar);Khorshed;30;181;75;1;1;4;1;1;3;1;3;2;3;2;4;2;4;4;4;40
Cumilla;25;12505002;11402505002;Kaliking Korpur (Kalinagar);Rubi Coun Ar Boshoty;20;212;85;1;1;3;1;1;1;1;2;1;2;2;4;1;4;4;4;33
Cumilla;25;12505003;11402505003;Kaliking Korpur (Kalinagar);Shopon Ar Boshoty;20;251;85;1;1;4;1;1;3;1;3;2;3;3;3;1;3;1;3;34
Cumilla;25;12506001;11402506001;Dumuria;Jomiruddain Ar Boshoty;6;30;30;4;4;4;1;1;3;4;3;3;3;3;4;3;4;4;4;52
Cumilla;25;12506002;11402506002;Dumuria;Johir Miya Ar Boshoty;20;90;60;2;4;4;1;1;3;4;3;3;3;3;4;3;4;4;4;50
Cumilla;25;12506003;11402506003;Dumuria;Khokon Member Ar Boshoty;25;100;60;4;4;4;1;1;3;4;3;3;4;3;4;2;4;4;4;52
Cumilla;25;12506004;11402506004;Dumuria;Sobhan Master Ar Boshoty;13;50;60;4;4;4;1;1;3;4;3;3;4;2;4;3;4;4;4;52
Cumilla;25;12507001;11402507001;Tarapaia;Motaleb Chairman Ar Boshoty;10;45;50;3;4;4;1;1;3;3;3;3;4;3;4;2;4;4;4;50
Cumilla;25;12507002;11402507002;Tarapaia;Ajad Ar Boshoty;13;50;50;2;4;4;1;1;2;4;3;3;4;3;4;3;4;4;4;50
Cumilla;25;12507003;11402507003;Tarapaia;Masjeeder Shamner Boshoty;10;40;50;3;4;4;1;1;3;4;3;3;4;3;4;3;4;4;4;52
Cumilla;26;12601001;11402601001;Dhonopur & Changini;Sordar Bari;37;150;75;2;2;4;1;1;2;1;2;1;1;3;4;2;4;4;4;38
Cumilla;26;12601002;11402601002;Dhonopur & Changini;East Para;20;87;77;1;2;2;1;1;2;2;3;1;2;3;3;1;3;2;3;32
Cumilla;26;12601003;11402601003;Dhonopur & Changini;Jamal Mia Bari;17;72;60;1;2;2;1;1;2;3;2;1;1;2;2;1;2;1;3;27
Cumilla;26;12601004;11402601004;Dhonopur & Changini;South Para;37;150;75;2;2;3;1;1;2;2;2;1;1;3;3;3;2;1;3;32
Cumilla;26;12602001;11402602001;Moheshpur & Rajendrapur;Poira Bari;10;44;57;2;3;4;1;1;2;4;2;3;3;3;4;2;4;4;4;46
Cumilla;26;12602002;11402602002;Moheshpur & Rajendrapur;Kalamia Bari;10;47;71;1;2;3;2;2;1;2;3;3;4;3;1;2;4;4;4;41
Cumilla;26;12602003;11402602003;Moheshpur & Rajendrapur;Vandari Bari;40;167;70;2;2;4;1;1;3;4;3;3;3;2;4;2;4;4;4;46
Cumilla;26;12602004;11402602004;Moheshpur & Rajendrapur;Sordar Bari;40;170;70;1;1;4;1;1;2;1;2;1;1;3;4;1;4;4;4;35
Cumilla;26;12602005;11402602005;Moheshpur & Rajendrapur;Masuk Miya Bari;29;127;70;1;1;4;1;1;2;2;3;2;2;3;4;2;4;4;4;40
Cumilla;26;12602006;11402602006;Moheshpur & Rajendrapur;Gaini Bari;25;130;65;2;1;4;1;1;3;4;3;1;1;3;4;2;4;4;4;42
Cumilla;26;12602007;11402602007;Moheshpur & Rajendrapur;Sardar Bari;25;120;77;3;3;4;1;1;3;3;3;2;2;3;4;2;4;4;4;46
Cumilla;26;12603001;11402603001;Goalmothon & Kalikapur;Motaleb Miyar Bari;27;125;59;1;1;4;1;1;2;2;2;2;2;3;4;2;4;4;4;39
Cumilla;26;12603002;11402603002;Goalmothon & Kalikapur;Torof Miya Bari;25;120;70;1;1;4;1;1;3;2;3;2;2;3;4;2;4;4;4;41
Cumilla;26;12603003;11402603003;Goalmothon & Kalikapur;Vandari Bari;17;80;43;1;1;4;1;1;2;2;3;2;2;3;4;2;4;4;4;40
Cumilla;26;12603004;11402603004;Goalmothon & Kalikapur;Patre Bari;6;25;30;2;1;4;1;1;3;2;3;2;2;3;4;2;4;4;4;42
Cumilla;26;12603005;11402603005;Goalmothon & Kalikapur;Rohim Ali Bari;17;90;47;1;3;4;1;1;2;2;3;2;2;3;4;2;4;4;4;42
Cumilla;26;12604001;11402604001;Bollovpur;Korban Ali Bari;20;92;30;2;1;4;1;1;1;1;2;3;3;3;4;1;4;4;4;39
Cumilla;26;12604002;11402604002;Bollovpur;Roshid Driver Bari;37;170;35;2;1;4;1;1;1;1;2;2;2;4;4;1;4;4;4;38
Cumilla;26;12604003;11402604003;Bollovpur;Hindu Para;22;105;49;1;3;4;1;1;2;2;3;2;2;3;4;1;4;4;4;41
Cumilla;26;12604004;11402604004;Bollovpur;Milon Miya Bari;6;23;47;1;1;4;1;1;1;1;3;1;1;3;4;1;4;4;4;35
Cumilla;26;12605001;11402605001;Boubondh;Maler Bari;20;110;70;2;3;3;1;3;4;4;2;4;3;2;3;2;3;3;3;45
Cumilla;26;12605002;11402605002;Boubondh;Nasir Doctor Ar Bari;15;65;72;2;2;3;2;2;2;1;3;1;2;3;4;2;3;4;4;40
Cumilla;26;12606001;11402606001;Dholeshar;Noabari;20;87;77;2;3;2;2;2;3;1;1;2;2;2;3;1;2;3;3;34
Cumilla;26;12606002;11402606002;Dholeshar;Khandoker Bari;22;100;75;2;4;3;2;2;4;2;3;3;3;1;4;2;4;4;4;47
Cumilla;26;12606003;11402606003;Dholeshar;School Bari;10;50;75;1;3;4;2;3;4;2;3;1;1;3;4;2;4;4;4;45
Cumilla;26;12606004;11402606004;Dholeshar;West Para;12;40;70;2;1;3;4;3;2;2;3;3;3;2;4;3;4;4;4;47
Cumilla;27;12701001;11402701001;Raypur;Ismail Patwary;7;35;35;2;1;4;1;1;1;2;3;3;3;4;4;1;4;4;4;42
Cumilla;27;12701002;11402701002;Raypur;Ali Asraf;10;50;30;2;2;4;1;1;2;2;3;3;3;4;4;1;4;4;4;44
Cumilla;27;12701003;11402701003;Raypur;Ohid Miya;10;45;35;2;2;4;1;1;1;2;2;3;3;4;4;4;4;4;4;45
Cumilla;27;12701004;11402701004;Raypur;Mojibur Rahman;6;30;25;2;2;4;1;1;1;2;3;3;3;4;4;4;4;4;4;46
Cumilla;27;12701005;11402701005;Raypur;Dudu Miyar Bari;12;55;35;2;2;4;1;1;1;1;2;2;2;4;4;4;4;4;4;42
Cumilla;27;12701006;11402701006;Raypur;Razzak Miyar Bari;10;52;35;2;2;4;1;1;1;1;2;2;2;4;4;1;4;4;4;39
Cumilla;27;12702001;11402702001;Shawratoli;Khan Bari;15;75;40;2;2;4;1;1;1;2;1;2;2;4;4;1;4;4;4;39
Cumilla;27;12703001;11402703001;Pathankut;Tajul Islam;40;180;45;2;2;4;1;1;1;2;2;3;3;3;4;1;4;4;4;41
Cumilla;27;12703002;11402703002;Pathankut;Abdul Rajjak;25;120;70;1;1;4;1;2;2;2;2;3;3;3;4;1;4;4;4;41
Cumilla;27;12703003;11402703003;Pathankut;Manik Miya;45;200;60;1;1;4;1;1;2;2;3;3;3;3;4;2;4;4;4;42
Cumilla;27;12704001;11402704001;Ullurchar;Kala Haji Bari;50;230;50;2;1;4;1;1;3;2;4;3;3;4;4;2;4;4;4;46
Cumilla;27;12704002;11402704002;Ullurchar;Miker Shakantor Bari;22;100;30;2;1;4;1;1;2;2;3;3;3;3;4;2;4;4;4;43
Cumilla;27;12704003;11402704003;Ullurchar;Nurol Islam;40;185;70;2;1;4;1;2;2;2;3;3;3;3;4;2;4;4;4;44
Cumilla;27;12704004;11402704004;Ullurchar;Maulana Lutput Rhaman;60;270;50;2;2;4;2;2;2;2;2;3;3;4;4;2;4;4;4;46
Cumilla;27;12705001;11402705001;Matiara;Megi Bari;60;300;50;3;1;4;1;1;2;3;3;1;1;3;4;2;3;4;4;40
Cumilla;27;12705002;11402705002;Matiara;Sevo Sir;100;500;60;2;1;3;1;1;2;3;3;3;3;3;4;2;4;4;4;43
Cumilla;27;12705003;11402705003;Matiara;Sarkar Bari;150;700;70;2;1;4;1;1;3;3;3;3;3;3;4;2;4;4;4;45
