City;Ward;Match ID;New ID;Mahalla Name;Settlement Name;Households;Population;Settlement Age;Condition of access roads;Availability of drains;Electricity coverage;Solid waste collection service;Access to piped water supply;Availability of hygienic toilet;Street lighting;Attendance of children at school;Households with employment;Household income;Social problems;Land tenure security;Housing condition;Risk of eviction;Land Ownership;Type of Occupancy;Total Score
Barisal;29;62905017;10402905017;Uttar Ishakathi;Dulal Molla Bari;10;50;5;2;1;4;2;1;2;1;3;3;4;3;4;2;4;4;4;44
Barisal;29;62905004;10402905004;Uttar Ishakathi;Talukdar Bari;25;125;100;2;1;1;1;1;2;1;2;2;2;2;3;3;4;4;4;35
Barisal;29;62905002;10402905002;Uttar Ishakathi;Hawaldar Bari;46;226;80;2;1;1;1;1;2;1;2;2;2;2;3;3;4;4;4;35
Barisal;29;62905003;10402905003;Uttar Ishakathi;Abu Maji Bari;32;160;88;2;1;1;1;1;2;1;2;2;2;2;3;3;4;4;4;35
Barisal;29;62905005;10402905005;Uttar Ishakathi;Sobuj Miyaje Bari;22;110;75;2;1;3;1;1;1;2;3;1;1;3;4;1;4;4;4;36
Barisal;29;62905006;10402905006;Uttar Ishakathi;Pannu Sordar Bari;30;150;80;2;1;1;1;1;2;3;2;1;2;3;3;3;4;4;4;37
Barisal;29;62905007;10402905007;Uttar Ishakathi;Sajahan Molla;20;100;78;2;1;1;1;1;2;3;2;1;1;2;3;3;4;4;4;35
Barisal;29;62905008;10402905008;Uttar Ishakathi;Kalam Police Ar Bari;60;300;90;2;1;1;1;1;2;3;2;1;1;3;3;3;4;4;4;36
Barisal;29;62905009;10402905009;Uttar Ishakathi;Poronobi Bari;70;350;85;2;1;1;1;1;2;1;2;4;4;3;3;3;4;4;4;40
Barisal;29;62905011;10402905011;Uttar Ishakathi;Vuiya Bari;48;240;70;2;3;4;2;4;2;3;3;3;4;3;4;2;4;4;4;51
Barisal;29;62905012;10402905012;Uttar Ishakathi;Rob Hawaldar Bari Masjeed;43;215;89;2;1;4;1;4;4;4;4;4;4;2;3;3;4;4;4;52
